SOC
   0.00                     !scissors operator
   -1.2008                  !efermi
     3.1321841     0.0000000     0.0000000
    -1.5660921     2.7125510     0.0000000
     0.0000000     0.0000000     16.0000000
 written on  4Sep2020 at 08:46:41 
          22
         147
    1    1    1    1    1    2    1    1    1    1    1    2    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1
    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    2    1    1    1    1    1    2    1    1    1    1    1     
   -8   -4    0    1    1    0.000065   -0.000000
   -8   -4    0    2    1   -0.000000   -0.000000
   -8   -4    0    3    1    0.000000    0.000000
   -8   -4    0    4    1   -0.000002    0.000000
   -8   -4    0    5    1   -0.000000   -0.000001
   -8   -4    0    6    1    0.000016   -0.000000
   -8   -4    0    7    1    0.000026    0.000000
   -8   -4    0    8    1   -0.000009    0.000001
   -8   -4    0    9    1   -0.000016    0.000000
   -8   -4    0   10    1    0.000025    0.000000
   -8   -4    0   11    1   -0.000010    0.000001
   -8   -4    0   12    1    0.000001    0.000001
   -8   -4    0   13    1   -0.000000    0.000000
   -8   -4    0   14    1    0.000000   -0.000001
   -8   -4    0   15    1    0.000000    0.000000
   -8   -4    0   16    1   -0.000000    0.000000
   -8   -4    0   17    1    0.000001   -0.000001
   -8   -4    0   18    1    0.000000   -0.000001
   -8   -4    0   19    1   -0.000000   -0.000000
   -8   -4    0   20    1    0.000001   -0.000001
   -8   -4    0   21    1   -0.000000    0.000001
   -8   -4    0   22    1    0.000000   -0.000000
   -8   -4    0    1    2    0.000000   -0.000000
   -8   -4    0    2    2    0.000047   -0.000000
   -8   -4    0    3    2    0.000000    0.000000
   -8   -4    0    4    2    0.000000   -0.000000
   -8   -4    0    5    2    0.000000   -0.000000
   -8   -4    0    6    2    0.000012   -0.000000
   -8   -4    0    7    2   -0.000012    0.000000
   -8   -4    0    8    2    0.000017    0.000000
   -8   -4    0    9    2    0.000012    0.000000
   -8   -4    0   10    2    0.000012   -0.000000
   -8   -4    0   11    2   -0.000017   -0.000000
   -8   -4    0   12    2    0.000004    0.000000
   -8   -4    0   13    2   -0.000001   -0.000000
   -8   -4    0   14    2   -0.000000   -0.000000
   -8   -4    0   15    2    0.000001    0.000000
   -8   -4    0   16    2    0.000000    0.000000
   -8   -4    0   17    2    0.000001   -0.000000
   -8   -4    0   18    2    0.000003   -0.000001
   -8   -4    0   19    2    0.000000    0.000002
   -8   -4    0   20    2   -0.000000    0.000001
   -8   -4    0   21    2    0.000003   -0.000001
   -8   -4    0   22    2    0.000000    0.000002
   -8   -4    0    1    3   -0.000000    0.000000
   -8   -4    0    2    3    0.000000   -0.000000
   -8   -4    0    3    3    0.000046    0.000000
   -8   -4    0    4    3    0.000000   -0.000000
   -8   -4    0    5    3    0.000000   -0.000000
   -8   -4    0    6    3   -0.000008   -0.000000
   -8   -4    0    7    3    0.000016    0.000000
   -8   -4    0    8    3    0.000006   -0.000000
   -8   -4    0    9    3   -0.000008   -0.000000
   -8   -4    0   10    3   -0.000016   -0.000000
   -8   -4    0   11    3   -0.000006    0.000000
   -8   -4    0   12    3    0.000000    0.000004
   -8   -4    0   13    3   -0.000000   -0.000000
