          18
       40500
 non-polarized
    2.72500000    2.72500000    0.00000000
    2.72500000    0.00000000    2.72500000
    0.00000000    2.72500000    2.72500000
rcell x   rcell y   rcell z   i   j   H   S
   -5.4500   -2.7250   -2.7250       1       2   -0.00121633    0.00000000    0.00006354
   -5.4500   -2.7250   -2.7250       1       3   -0.00060817    0.00000000    0.00003177
   -5.4500   -2.7250   -2.7250       1       4   -0.00060817    0.00000000    0.00003177
   -5.4500   -2.7250   -2.7250       1       5   -0.00000850    0.00000000    0.00000068
   -5.4500   -2.7250   -2.7250       1       6    0.00000491    0.00000000   -0.00000039
   -5.4500   -2.7250   -2.7250       1       7   -0.00001133    0.00000000    0.00000090
   -5.4500   -2.7250   -2.7250       1       8   -0.00001133    0.00000000    0.00000090
   -5.4500   -2.7250   -2.7250       1       9   -0.00000567    0.00000000    0.00000045
   -5.4500   -2.7250   -2.7250       1      10   -0.02615703    0.00000000    0.00082403
   -5.4500   -2.7250   -2.7250       1      11   -0.12091632    0.00000000    0.00459367
   -5.4500   -2.7250   -2.7250       1      12   -0.04030544    0.00000000    0.00153122
   -5.4500   -2.7250   -2.7250       1      13   -0.04030544    0.00000000    0.00153122
   -5.4500   -2.7250   -2.7250       1      14   -0.58217990    0.00000000    0.03169743
   -5.4500   -2.7250   -2.7250       1      15    0.33612173    0.00000000   -0.01830052
   -5.4500   -2.7250   -2.7250       1      16   -0.43663493    0.00000000    0.02377307
   -5.4500   -2.7250   -2.7250       1      17   -0.43663493    0.00000000    0.02377307
   -5.4500   -2.7250   -2.7250       1      18   -0.14554498    0.00000000    0.00792436
   -5.4500   -2.7250   -2.7250       2       1    0.00121633    0.00000000   -0.00006354
   -5.4500   -2.7250   -2.7250       2       2    0.00189648    0.00000000   -0.00025508
   -5.4500   -2.7250   -2.7250       2       3    0.00105289    0.00000000   -0.00014162
   -5.4500   -2.7250   -2.7250       2       4    0.00105289    0.00000000   -0.00014162
   -5.4500   -2.7250   -2.7250       2       5    0.00000444    0.00000000   -0.00000537
   -5.4500   -2.7250   -2.7250       2       6   -0.00000256    0.00000000    0.00000310
   -5.4500   -2.7250   -2.7250       2       7    0.00000695    0.00000000   -0.00000841
   -5.4500   -2.7250   -2.7250       2       8    0.00000695    0.00000000   -0.00000841
   -5.4500   -2.7250   -2.7250       2       9    0.00000378    0.00000000   -0.00000458
   -5.4500   -2.7250   -2.7250       2      10    0.07224388    0.00000000   -0.00360622
   -5.4500   -2.7250   -2.7250       2      11    0.17551407    0.00000000   -0.01201095
   -5.4500   -2.7250   -2.7250       2      12    0.06739542    0.00000000   -0.00461207
   -5.4500   -2.7250   -2.7250       2      13    0.06739542    0.00000000   -0.00461207
   -5.4500   -2.7250   -2.7250       2      14    0.15247408    0.00000000   -0.02290345
   -5.4500   -2.7250   -2.7250       2      15   -0.08803095    0.00000000    0.01322331
   -5.4500   -2.7250   -2.7250       2      16    0.17328258    0.00000000   -0.02602913
   -5.4500   -2.7250   -2.7250       2      17    0.17328258    0.00000000   -0.02602913
   -5.4500   -2.7250   -2.7250       2      18    0.07347473    0.00000000   -0.01103679
   -5.4500   -2.7250   -2.7250       3       1    0.00060817    0.00000000   -0.00003177
   -5.4500   -2.7250   -2.7250       3       2    0.00105289    0.00000000   -0.00014162
   -5.4500   -2.7250   -2.7250       3       3    0.00031714    0.00000000   -0.00004266
   -5.4500   -2.7250   -2.7250       3       4    0.00052645    0.00000000   -0.00007081
   -5.4500   -2.7250   -2.7250       3       5    0.00000346    0.00000000   -0.00000418
   -5.4500   -2.7250   -2.7250       3       6   -0.00000128    0.00000000    0.00000155
   -5.4500   -2.7250   -2.7250       3       7    0.00000255    0.00000000   -0.00000308
   -5.4500   -2.7250   -2.7250       3       8    0.00000378    0.00000000   -0.00000458
   -5.4500   -2.7250   -2.7250       3       9    0.00000127    0.00000000   -0.00000154
   -5.4500   -2.7250   -2.7250       3      10    0.02408129    0.00000000   -0.00120207
   -5.4500   -2.7250   -2.7250       3      11    0.06739542    0.00000000   -0.00461207
   -5.4500   -2.7250   -2.7250       3      12   -0.00420706    0.00000000    0.00028790
   -5.4500   -2.7250   -2.7250       3      13    0.02246514    0.00000000   -0.00153736
   -5.4500   -2.7250   -2.7250       3      14    0.14510792    0.00000000   -0.02179696
   -5.4500   -2.7250   -2.7250       3      15   -0.02934365    0.00000000    0.00440777
   -5.4500   -2.7250   -2.7250       3      16   -0.06795011    0.00000000    0.01020693
   -5.4500   -2.7250   -2.7250       3      17    0.07347473    0.00000000   -0.01103679
   -5.4500   -2.7250   -2.7250       3      18   -0.02265004    0.00000000    0.00340231
   -5.4500   -2.7250   -2.7250       4       1    0.00060817    0.00000000   -0.00003177
   -5.4500   -2.7250   -2.7250       4       2    0.00105289    0.00000000   -0.00014162
   -5.4500   -2.7250   -2.7250       4       3    0.00052645    0.00000000   -0.00007081
   -5.4500   -2.7250   -2.7250       4       4    0.00031714    0.00000000   -0.00004266
   -5.4500   -2.7250   -2.7250       4       5    0.00000284    0.00000000   -0.00000343
   -5.4500   -2.7250   -2.7250       4       6   -0.00000235    0.00000000    0.00000285
   -5.4500   -2.7250   -2.7250       4       7    0.00000378    0.00000000   -0.00000458
   -5.4500   -2.7250   -2.7250       4       8    0.00000255    0.00000000   -0.00000308
   -5.4500   -2.7250   -2.7250       4       9    0.00000127    0.00000000   -0.00000154
   -5.4500   -2.7250   -2.7250       4      10    0.02408129    0.00000000   -0.00120207
   -5.4500   -2.7250   -2.7250       4      11    0.06739542    0.00000000   -0.00461207
   -5.4500   -2.7250   -2.7250       4      12    0.02246514    0.00000000   -0.00153736
   -5.4500   -2.7250   -2.7250       4      13   -0.00420706    0.00000000    0.00028790
   -5.4500   -2.7250   -2.7250       4      14    0.09796631    0.00000000   -0.01471572
   -5.4500   -2.7250   -2.7250       4      15   -0.11099532    0.00000000    0.01667284
   -5.4500   -2.7250   -2.7250       4      16    0.07347473    0.00000000   -0.01103679
   -5.4500   -2.7250   -2.7250       4      17   -0.06795011    0.00000000    0.01020693
   -5.4500   -2.7250   -2.7250       4      18   -0.02265004    0.00000000    0.00340231
   -5.4500   -2.7250   -2.7250       5       1   -0.00000850    0.00000000    0.00000068
   -5.4500   -2.7250   -2.7250       5       2   -0.00000444    0.00000000    0.00000537
   -5.4500   -2.7250   -2.7250       5       3   -0.00000346    0.00000000    0.00000418
   -5.4500   -2.7250   -2.7250       5       4   -0.00000284    0.00000000    0.00000343
   -5.4500   -2.7250   -2.7250       5       5    0.00000019    0.00000000    0.00000003
   -5.4500   -2.7250   -2.7250       5       6   -0.00000016    0.00000000   -0.00000003
   -5.4500   -2.7250   -2.7250       5       7    0.00000055    0.00000000    0.00000009
   -5.4500   -2.7250   -2.7250       5       8    0.00000045    0.00000000    0.00000008
   -5.4500   -2.7250   -2.7250       5       9    0.00000032    0.00000000    0.00000006
   -5.4500   -2.7250   -2.7250       5      10   -0.00175208    0.00000000    0.00013051
   -5.4500   -2.7250   -2.7250       5      11   -0.00536794    0.00000000    0.00067062
   -5.4500   -2.7250   -2.7250       5      12   -0.00284923    0.00000000    0.00035595
   -5.4500   -2.7250   -2.7250       5      13   -0.00231927    0.00000000    0.00028975
   -5.4500   -2.7250   -2.7250       5      14   -0.00003895    0.00000000    0.00079662
   -5.4500   -2.7250   -2.7250       5      15    0.00002525    0.00000000   -0.00051641
   -5.4500   -2.7250   -2.7250       5      16   -0.00013883    0.00000000    0.00283938
   -5.4500   -2.7250   -2.7250       5      17   -0.00008582    0.00000000    0.00175511
   -5.4500   -2.7250   -2.7250       5      18   -0.00006395    0.00000000    0.00130789
   -5.4500   -2.7250   -2.7250       6       1    0.00000491    0.00000000   -0.00000039
   -5.4500   -2.7250   -2.7250       6       2    0.00000256    0.00000000   -0.00000310
   -5.4500   -2.7250   -2.7250       6       3    0.00000128    0.00000000   -0.00000155
   -5.4500   -2.7250   -2.7250       6       4    0.00000235    0.00000000   -0.00000285
   -5.4500   -2.7250   -2.7250       6       5   -0.00000016    0.00000000   -0.00000003
   -5.4500   -2.7250   -2.7250       6       6    0.00000001    0.00000000    0.00000000
   -5.4500   -2.7250   -2.7250       6       7   -0.00000021    0.00000000   -0.00000004
   -5.4500   -2.7250   -2.7250       6       8   -0.00000037    0.00000000   -0.00000006
   -5.4500   -2.7250   -2.7250       6       9   -0.00000018    0.00000000   -0.00000003
   -5.4500   -2.7250   -2.7250       6      10    0.00101156    0.00000000   -0.00007535
   -5.4500   -2.7250   -2.7250       6      11    0.00309918    0.00000000   -0.00038718
   -5.4500   -2.7250   -2.7250       6      12    0.00103306    0.00000000   -0.00012906
   -5.4500   -2.7250   -2.7250       6      13    0.00195098    0.00000000   -0.00024374
   -5.4500   -2.7250   -2.7250       6      14    0.00002525    0.00000000   -0.00051641
   -5.4500   -2.7250   -2.7250       6      15   -0.00000979    0.00000000    0.00020032
   -5.4500   -2.7250   -2.7250       6      16    0.00001894    0.00000000   -0.00038731
   -5.4500   -2.7250   -2.7250       6      17    0.00011076    0.00000000   -0.00226533
   -5.4500   -2.7250   -2.7250       6      18    0.00003692    0.00000000   -0.00075511
   -5.4500   -2.7250   -2.7250       7       1   -0.00001133    0.00000000    0.00000090
   -5.4500   -2.7250   -2.7250       7       2   -0.00000695    0.00000000    0.00000841
   -5.4500   -2.7250   -2.7250       7       3   -0.00000255    0.00000000    0.00000308
   -5.4500   -2.7250   -2.7250       7       4   -0.00000378    0.00000000    0.00000458
   -5.4500   -2.7250   -2.7250       7       5    0.00000055    0.00000000    0.00000009
   -5.4500   -2.7250   -2.7250       7       6   -0.00000021    0.00000000   -0.00000004
   -5.4500   -2.7250   -2.7250       7       7    0.00000051    0.00000000    0.00000009
   -5.4500   -2.7250   -2.7250       7       8    0.00000068    0.00000000    0.00000012
   -5.4500   -2.7250   -2.7250       7       9    0.00000027    0.00000000    0.00000005
   -5.4500   -2.7250   -2.7250       7      10   -0.00131406    0.00000000    0.00009788
   -5.4500   -2.7250   -2.7250       7      11   -0.00468841    0.00000000    0.00058572
   -5.4500   -2.7250   -2.7250       7      12   -0.00014958    0.00000000    0.00001869
   -5.4500   -2.7250   -2.7250       7      13   -0.00173946    0.00000000    0.00021731
   -5.4500   -2.7250   -2.7250       7      14   -0.00013883    0.00000000    0.00283938
   -5.4500   -2.7250   -2.7250       7      15    0.00001894    0.00000000   -0.00038731
   -5.4500   -2.7250   -2.7250       7      16    0.00004203    0.00000000   -0.00085969
   -5.4500   -2.7250   -2.7250       7      17   -0.00008645    0.00000000    0.00176811
   -5.4500   -2.7250   -2.7250       7      18    0.00001831    0.00000000   -0.00037443
   -5.4500   -2.7250   -2.7250       8       1   -0.00001133    0.00000000    0.00000090
   -5.4500   -2.7250   -2.7250       8       2   -0.00000695    0.00000000    0.00000841
   -5.4500   -2.7250   -2.7250       8       3   -0.00000378    0.00000000    0.00000458
   -5.4500   -2.7250   -2.7250       8       4   -0.00000255    0.00000000    0.00000308
   -5.4500   -2.7250   -2.7250       8       5    0.00000045    0.00000000    0.00000008
   -5.4500   -2.7250   -2.7250       8       6   -0.00000037    0.00000000   -0.00000006
   -5.4500   -2.7250   -2.7250       8       7    0.00000068    0.00000000    0.00000012
   -5.4500   -2.7250   -2.7250       8       8    0.00000051    0.00000000    0.00000009
   -5.4500   -2.7250   -2.7250       8       9    0.00000027    0.00000000    0.00000005
   -5.4500   -2.7250   -2.7250       8      10   -0.00131406    0.00000000    0.00009788
   -5.4500   -2.7250   -2.7250       8      11   -0.00468841    0.00000000    0.00058572
   -5.4500   -2.7250   -2.7250       8      12   -0.00173946    0.00000000    0.00021731
   -5.4500   -2.7250   -2.7250       8      13   -0.00014958    0.00000000    0.00001869
   -5.4500   -2.7250   -2.7250       8      14   -0.00008582    0.00000000    0.00175511
   -5.4500   -2.7250   -2.7250       8      15    0.00011076    0.00000000   -0.00226533
   -5.4500   -2.7250   -2.7250       8      16   -0.00008645    0.00000000    0.00176811
   -5.4500   -2.7250   -2.7250       8      17    0.00004203    0.00000000   -0.00085969
   -5.4500   -2.7250   -2.7250       8      18    0.00001831    0.00000000   -0.00037443
   -5.4500   -2.7250   -2.7250       9       1   -0.00000567    0.00000000    0.00000045
   -5.4500   -2.7250   -2.7250       9       2   -0.00000378    0.00000000    0.00000458
   -5.4500   -2.7250   -2.7250       9       3   -0.00000127    0.00000000    0.00000154
   -5.4500   -2.7250   -2.7250       9       4   -0.00000127    0.00000000    0.00000154
   -5.4500   -2.7250   -2.7250       9       5    0.00000032    0.00000000    0.00000006
   -5.4500   -2.7250   -2.7250       9       6   -0.00000018    0.00000000   -0.00000003
   -5.4500   -2.7250   -2.7250       9       7    0.00000027    0.00000000    0.00000005
   -5.4500   -2.7250   -2.7250       9       8    0.00000027    0.00000000    0.00000005
   -5.4500   -2.7250   -2.7250       9       9    0.00000010    0.00000000    0.00000002
   -5.4500   -2.7250   -2.7250       9      10   -0.00043802    0.00000000    0.00003263
   -5.4500   -2.7250   -2.7250       9      11   -0.00173946    0.00000000    0.00021731
   -5.4500   -2.7250   -2.7250       9      12   -0.00004986    0.00000000    0.00000623
   -5.4500   -2.7250   -2.7250       9      13   -0.00004986    0.00000000    0.00000623
   -5.4500   -2.7250   -2.7250       9      14   -0.00006395    0.00000000    0.00130789
   -5.4500   -2.7250   -2.7250       9      15    0.00003692    0.00000000   -0.00075511
   -5.4500   -2.7250   -2.7250       9      16    0.00001831    0.00000000   -0.00037443
   -5.4500   -2.7250   -2.7250       9      17    0.00001831    0.00000000   -0.00037443
   -5.4500   -2.7250   -2.7250       9      18   -0.00000679    0.00000000    0.00013879
   -5.4500   -2.7250   -2.7250      10       1   -0.00000007    0.00000000    0.00000000
   -5.4500   -2.7250   -2.7250      10       2   -0.00000139    0.00000000    0.00000007
   -5.4500   -2.7250   -2.7250      10       3   -0.00000083    0.00000000    0.00000004
   -5.4500   -2.7250   -2.7250      10       4   -0.00000083    0.00000000    0.00000004
   -5.4500   -2.7250   -2.7250      10       5   -0.00000000    0.00000000    0.00000000
   -5.4500   -2.7250   -2.7250      10       6    0.00000000    0.00000000   -0.00000000
   -5.4500   -2.7250   -2.7250      10       7   -0.00000000    0.00000000    0.00000000
   -5.4500   -2.7250   -2.7250      10       8   -0.00000000    0.00000000    0.00000000
   -5.4500   -2.7250   -2.7250      10       9   -0.00000000    0.00000000    0.00000000
   -5.4500   -2.7250   -2.7250      10      10   -0.00001736    0.00000000    0.00000053
   -5.4500   -2.7250   -2.7250      10      11   -0.00029310    0.00000000    0.00001077
   -5.4500   -2.7250   -2.7250      10      12   -0.00014655    0.00000000    0.00000539
   -5.4500   -2.7250   -2.7250      10      13   -0.00014655    0.00000000    0.00000539
   -5.4500   -2.7250   -2.7250      10      14   -0.02974373    0.00000000    0.00154468
   -5.4500   -2.7250   -2.7250      10      15    0.01717255    0.00000000   -0.00089182
   -5.4500   -2.7250   -2.7250      10      16   -0.03965831    0.00000000    0.00205957
   -5.4500   -2.7250   -2.7250      10      17   -0.03965831    0.00000000    0.00205957
   -5.4500   -2.7250   -2.7250      10      18   -0.01982916    0.00000000    0.00102979
   -5.4500   -2.7250   -2.7250      11       1    0.00000221    0.00000000   -0.00000008
   -5.4500   -2.7250   -2.7250      11       2    0.00001070    0.00000000   -0.00000073
   -5.4500   -2.7250   -2.7250      11       3    0.00000695    0.00000000   -0.00000048
   -5.4500   -2.7250   -2.7250      11       4    0.00000695    0.00000000   -0.00000048
   -5.4500   -2.7250   -2.7250      11       5    0.00000004    0.00000000   -0.00000000
   -5.4500   -2.7250   -2.7250      11       6   -0.00000002    0.00000000    0.00000000
   -5.4500   -2.7250   -2.7250      11       7    0.00000008    0.00000000   -0.00000001
   -5.4500   -2.7250   -2.7250      11       8    0.00000008    0.00000000   -0.00000001
   -5.4500   -2.7250   -2.7250      11       9    0.00000005    0.00000000   -0.00000001
   -5.4500   -2.7250   -2.7250      11      10    0.00029310    0.00000000   -0.00001077
   -5.4500   -2.7250   -2.7250      11      11    0.00170303    0.00000000   -0.00007815
   -5.4500   -2.7250   -2.7250      11      12    0.00093778    0.00000000   -0.00004304
   -5.4500   -2.7250   -2.7250      11      13    0.00093778    0.00000000   -0.00004304
   -5.4500   -2.7250   -2.7250      11      14    0.02388124    0.00000000   -0.00172611
   -5.4500   -2.7250   -2.7250      11      15   -0.01378784    0.00000000    0.00099657
   -5.4500   -2.7250   -2.7250      11      16    0.04633772    0.00000000   -0.00334923
   -5.4500   -2.7250   -2.7250      11      17    0.04633772    0.00000000   -0.00334923
   -5.4500   -2.7250   -2.7250      11      18    0.02751768    0.00000000   -0.00198894
   -5.4500   -2.7250   -2.7250      12       1    0.00000132    0.00000000   -0.00000005
   -5.4500   -2.7250   -2.7250      12       2    0.00000695    0.00000000   -0.00000048
   -5.4500   -2.7250   -2.7250      12       3    0.00000329    0.00000000   -0.00000023
   -5.4500   -2.7250   -2.7250      12       4    0.00000417    0.00000000   -0.00000029
   -5.4500   -2.7250   -2.7250      12       5    0.00000003    0.00000000   -0.00000000
   -5.4500   -2.7250   -2.7250      12       6   -0.00000001    0.00000000    0.00000000
   -5.4500   -2.7250   -2.7250      12       7    0.00000004    0.00000000   -0.00000001
   -5.4500   -2.7250   -2.7250      12       8    0.00000005    0.00000000   -0.00000001
   -5.4500   -2.7250   -2.7250      12       9    0.00000003    0.00000000   -0.00000000
   -5.4500   -2.7250   -2.7250      12      10    0.00014655    0.00000000   -0.00000539
   -5.4500   -2.7250   -2.7250      12      11    0.00093778    0.00000000   -0.00004304
   -5.4500   -2.7250   -2.7250      12      12    0.00029637    0.00000000   -0.00001360
   -5.4500   -2.7250   -2.7250      12      13    0.00046889    0.00000000   -0.00002152
   -5.4500   -2.7250   -2.7250      12      14    0.02933589    0.00000000   -0.00212036
   -5.4500   -2.7250   -2.7250      12      15   -0.00689392    0.00000000    0.00049828
   -5.4500   -2.7250   -2.7250      12      16    0.01012240    0.00000000   -0.00073163
   -5.4500   -2.7250   -2.7250      12      17    0.02751768    0.00000000   -0.00198894
   -5.4500   -2.7250   -2.7250      12      18    0.00506120    0.00000000   -0.00036582
   -5.4500   -2.7250   -2.7250      13       1    0.00000132    0.00000000   -0.00000005
   -5.4500   -2.7250   -2.7250      13       2    0.00000695    0.00000000   -0.00000048
   -5.4500   -2.7250   -2.7250      13       3    0.00000417    0.00000000   -0.00000029
   -5.4500   -2.7250   -2.7250      13       4    0.00000329    0.00000000   -0.00000023
   -5.4500   -2.7250   -2.7250      13       5    0.00000003    0.00000000   -0.00000000
   -5.4500   -2.7250   -2.7250      13       6   -0.00000002    0.00000000    0.00000000
   -5.4500   -2.7250   -2.7250      13       7    0.00000005    0.00000000   -0.00000001
   -5.4500   -2.7250   -2.7250      13       8    0.00000004    0.00000000   -0.00000001
   -5.4500   -2.7250   -2.7250      13       9    0.00000003    0.00000000   -0.00000000
   -5.4500   -2.7250   -2.7250      13      10    0.00014655    0.00000000   -0.00000539
   -5.4500   -2.7250   -2.7250      13      11    0.00093778    0.00000000   -0.00004304
   -5.4500   -2.7250   -2.7250      13      12    0.00046889    0.00000000   -0.00002152
   -5.4500   -2.7250   -2.7250      13      13    0.00029637    0.00000000   -0.00001360
   -5.4500   -2.7250   -2.7250      13      14    0.02063826    0.00000000   -0.00149171
   -5.4500   -2.7250   -2.7250      13      15   -0.02195867    0.00000000    0.00158715
   -5.4500   -2.7250   -2.7250      13      16    0.02751768    0.00000000   -0.00198894
   -5.4500   -2.7250   -2.7250      13      17    0.01012240    0.00000000   -0.00073163
   -5.4500   -2.7250   -2.7250      13      18    0.00506120    0.00000000   -0.00036582
   -5.4500   -2.7250   -2.7250      14       1   -0.00222421    0.00000000    0.00012110
   -5.4500   -2.7250   -2.7250      14       2   -0.00074371    0.00000000    0.00011171
   -5.4500   -2.7250   -2.7250      14       3   -0.00107786    0.00000000    0.00016191
   -5.4500   -2.7250   -2.7250      14       4   -0.00076204    0.00000000    0.00011447
   -5.4500   -2.7250   -2.7250      14       5    0.00000014    0.00000000   -0.00000282
   -5.4500   -2.7250   -2.7250      14       6    0.00000005    0.00000000   -0.00000092
   -5.4500   -2.7250   -2.7250      14       7   -0.00000058    0.00000000    0.00001196
   -5.4500   -2.7250   -2.7250      14       8   -0.00000037    0.00000000    0.00000748
   -5.4500   -2.7250   -2.7250      14       9   -0.00000048    0.00000000    0.00000986
   -5.4500   -2.7250   -2.7250      14      10   -0.02974373    0.00000000    0.00154468
   -5.4500   -2.7250   -2.7250      14      11   -0.02388124    0.00000000    0.00172611
   -5.4500   -2.7250   -2.7250      14      12   -0.02933589    0.00000000    0.00212036
   -5.4500   -2.7250   -2.7250      14      13   -0.02063826    0.00000000    0.00149171
   -5.4500   -2.7250   -2.7250      14      14    0.01513844    0.00000000   -0.00257468
   -5.4500   -2.7250   -2.7250      14      15   -0.00061225    0.00000000    0.00010413
   -5.4500   -2.7250   -2.7250      14      16   -0.04731666    0.00000000    0.00804741
   -5.4500   -2.7250   -2.7250      14      17   -0.02295136    0.00000000    0.00390346
   -5.4500   -2.7250   -2.7250      14      18   -0.03584098    0.00000000    0.00609567
   -5.4500   -2.7250   -2.7250      15       1    0.00128415    0.00000000   -0.00006992
   -5.4500   -2.7250   -2.7250      15       2    0.00042938    0.00000000   -0.00006450
   -5.4500   -2.7250   -2.7250      15       3    0.00025763    0.00000000   -0.00003870
   -5.4500   -2.7250   -2.7250      15       4    0.00080464    0.00000000   -0.00012087
   -5.4500   -2.7250   -2.7250      15       5    0.00000005    0.00000000   -0.00000092
   -5.4500   -2.7250   -2.7250      15       6    0.00000019    0.00000000   -0.00000388
   -5.4500   -2.7250   -2.7250      15       7    0.00000008    0.00000000   -0.00000173
   -5.4500   -2.7250   -2.7250      15       8    0.00000046    0.00000000   -0.00000949
   -5.4500   -2.7250   -2.7250      15       9    0.00000028    0.00000000   -0.00000569
   -5.4500   -2.7250   -2.7250      15      10    0.01717255    0.00000000   -0.00089182
   -5.4500   -2.7250   -2.7250      15      11    0.01378784    0.00000000   -0.00099657
   -5.4500   -2.7250   -2.7250      15      12    0.00689392    0.00000000   -0.00049828
   -5.4500   -2.7250   -2.7250      15      13    0.02195867    0.00000000   -0.00158715
   -5.4500   -2.7250   -2.7250      15      14   -0.00061225    0.00000000    0.00010413
   -5.4500   -2.7250   -2.7250      15      15    0.01443147    0.00000000   -0.00245444
   -5.4500   -2.7250   -2.7250      15      16   -0.00081634    0.00000000    0.00013884
   -5.4500   -2.7250   -2.7250      15      17    0.04138559    0.00000000   -0.00703868
   -5.4500   -2.7250   -2.7250      15      18    0.02069280    0.00000000   -0.00351934
   -5.4500   -2.7250   -2.7250      16       1   -0.00417039    0.00000000    0.00022706
   -5.4500   -2.7250   -2.7250      16       2   -0.00206557    0.00000000    0.00031027
   -5.4500   -2.7250   -2.7250      16       3   -0.00090247    0.00000000    0.00013556
   -5.4500   -2.7250   -2.7250      16       4   -0.00142883    0.00000000    0.00021463
   -5.4500   -2.7250   -2.7250      16       5   -0.00000058    0.00000000    0.00001196
   -5.4500   -2.7250   -2.7250      16       6    0.00000008    0.00000000   -0.00000173
   -5.4500   -2.7250   -2.7250      16       7   -0.00000065    0.00000000    0.00001323
   -5.4500   -2.7250   -2.7250      16       8   -0.00000097    0.00000000    0.00001974
   -5.4500   -2.7250   -2.7250      16       9   -0.00000044    0.00000000    0.00000898
   -5.4500   -2.7250   -2.7250      16      10   -0.03965831    0.00000000    0.00205957
   -5.4500   -2.7250   -2.7250      16      11   -0.04633772    0.00000000    0.00334923
   -5.4500   -2.7250   -2.7250      16      12   -0.01012240    0.00000000    0.00073163
   -5.4500   -2.7250   -2.7250      16      13   -0.02751768    0.00000000    0.00198894
   -5.4500   -2.7250   -2.7250      16      14   -0.04731666    0.00000000    0.00804741
   -5.4500   -2.7250   -2.7250      16      15   -0.00081634    0.00000000    0.00013884
   -5.4500   -2.7250   -2.7250      16      16   -0.01246294    0.00000000    0.00211964
   -5.4500   -2.7250   -2.7250      16      17   -0.05090623    0.00000000    0.00865790
   -5.4500   -2.7250   -2.7250      16      18   -0.00717914    0.00000000    0.00122100
   -5.4500   -2.7250   -2.7250      17       1   -0.00417039    0.00000000    0.00022706
   -5.4500   -2.7250   -2.7250      17       2   -0.00206557    0.00000000    0.00031027
   -5.4500   -2.7250   -2.7250      17       3   -0.00142883    0.00000000    0.00021463
   -5.4500   -2.7250   -2.7250      17       4   -0.00090247    0.00000000    0.00013556
   -5.4500   -2.7250   -2.7250      17       5   -0.00000037    0.00000000    0.00000748
   -5.4500   -2.7250   -2.7250      17       6    0.00000046    0.00000000   -0.00000949
   -5.4500   -2.7250   -2.7250      17       7   -0.00000097    0.00000000    0.00001974
   -5.4500   -2.7250   -2.7250      17       8   -0.00000065    0.00000000    0.00001323
   -5.4500   -2.7250   -2.7250      17       9   -0.00000044    0.00000000    0.00000898
   -5.4500   -2.7250   -2.7250      17      10   -0.03965831    0.00000000    0.00205957
   -5.4500   -2.7250   -2.7250      17      11   -0.04633772    0.00000000    0.00334923
   -5.4500   -2.7250   -2.7250      17      12   -0.02751768    0.00000000    0.00198894
   -5.4500   -2.7250   -2.7250      17      13   -0.01012240    0.00000000    0.00073163
   -5.4500   -2.7250   -2.7250      17      14   -0.02295136    0.00000000    0.00390346
   -5.4500   -2.7250   -2.7250      17      15    0.04138559    0.00000000   -0.00703868
   -5.4500   -2.7250   -2.7250      17      16   -0.05090623    0.00000000    0.00865790
   -5.4500   -2.7250   -2.7250      17      17   -0.01246294    0.00000000    0.00211964
   -5.4500   -2.7250   -2.7250      17      18   -0.00717914    0.00000000    0.00122100
   -5.4500   -2.7250   -2.7250      18       1   -0.00250224    0.00000000    0.00013624
   -5.4500   -2.7250   -2.7250      18       2   -0.00142883    0.00000000    0.00021463
   -5.4500   -2.7250   -2.7250      18       3   -0.00054148    0.00000000    0.00008134
   -5.4500   -2.7250   -2.7250      18       4   -0.00054148    0.00000000    0.00008134
   -5.4500   -2.7250   -2.7250      18       5   -0.00000048    0.00000000    0.00000986
   -5.4500   -2.7250   -2.7250      18       6    0.00000028    0.00000000   -0.00000569
   -5.4500   -2.7250   -2.7250      18       7   -0.00000044    0.00000000    0.00000898
   -5.4500   -2.7250   -2.7250      18       8   -0.00000044    0.00000000    0.00000898
   -5.4500   -2.7250   -2.7250      18       9   -0.00000018    0.00000000    0.00000366
   -5.4500   -2.7250   -2.7250      18      10   -0.01982916    0.00000000    0.00102979
   -5.4500   -2.7250   -2.7250      18      11   -0.02751768    0.00000000    0.00198894
   -5.4500   -2.7250   -2.7250      18      12   -0.00506120    0.00000000    0.00036582
   -5.4500   -2.7250   -2.7250      18      13   -0.00506120    0.00000000    0.00036582
   -5.4500   -2.7250   -2.7250      18      14   -0.03584098    0.00000000    0.00609567
   -5.4500   -2.7250   -2.7250      18      15    0.02069280    0.00000000   -0.00351934
   -5.4500   -2.7250   -2.7250      18      16   -0.00717914    0.00000000    0.00122100
   -5.4500   -2.7250   -2.7250      18      17   -0.00717914    0.00000000    0.00122100
   -5.4500   -2.7250   -2.7250      18      18   -0.00169423    0.00000000    0.00028815
   -5.4500    0.0000    0.0000       1       1   -0.00643175    0.00000000    0.00020846
   -5.4500    0.0000    0.0000       1       2   -0.02326786    0.00000000    0.00121539
   -5.4500    0.0000    0.0000       1       3    0.00000000    0.00000000   -0.00000000
   -5.4500    0.0000    0.0000       1       4    0.00000000    0.00000000   -0.00000000
   -5.4500    0.0000    0.0000       1       5   -0.00052763    0.00000000    0.00004209
   -5.4500    0.0000    0.0000       1       6    0.00030462    0.00000000   -0.00002430
   -5.4500    0.0000    0.0000       1       7    0.00000000    0.00000000   -0.00000000
   -5.4500    0.0000    0.0000       1       8    0.00000000    0.00000000   -0.00000000
