          18
       40500
 non-polarized
    2.71550000    2.71550000    0.00000000
    2.71550000    0.00000000    2.71550000
    0.00000000    2.71550000    2.71550000
rcell x   rcell y   rcell z   i   j   H   S
  -10.8620   -2.7155   -2.7155      16       5   -0.00000316    0.00000000    0.00000246
  -10.8620   -2.7155   -2.7155      16       6    0.00000136    0.00000000   -0.00000106
  -10.8620   -2.7155   -2.7155      16       7   -0.00000110    0.00000000    0.00000085
  -10.8620   -2.7155   -2.7155      16       8   -0.00000224    0.00000000    0.00000174
  -10.8620   -2.7155   -2.7155      16       9   -0.00000039    0.00000000    0.00000030
  -10.8620   -2.7155   -2.7155      16      10   -0.00001069    0.00000000    0.00000072
  -10.8620   -2.7155   -2.7155      16      11   -0.00001243    0.00000000    0.00000160
  -10.8620   -2.7155   -2.7155      16      12   -0.00000035    0.00000000    0.00000005
  -10.8620   -2.7155   -2.7155      16      13   -0.00000329    0.00000000    0.00000042
  -10.8620   -2.7155   -2.7155      16      14   -0.00004163    0.00000000    0.00003231
  -10.8620   -2.7155   -2.7155      16      15    0.00001763    0.00000000   -0.00001368
  -10.8620   -2.7155   -2.7155      16      16   -0.00000009    0.00000000    0.00000007
  -10.8620   -2.7155   -2.7155      16      17   -0.00002081    0.00000000    0.00001615
  -10.8620   -2.7155   -2.7155      16      18   -0.00000001    0.00000000    0.00000000
  -10.8620   -2.7155   -2.7155      17       1   -0.00000054    0.00000000    0.00000004
  -10.8620   -2.7155   -2.7155      17       2   -0.00000062    0.00000000    0.00000008
  -10.8620   -2.7155   -2.7155      17       3   -0.00000022    0.00000000    0.00000003
  -10.8620   -2.7155   -2.7155      17       4   -0.00000012    0.00000000    0.00000002
  -10.8620   -2.7155   -2.7155      17       5   -0.00000276    0.00000000    0.00000214
  -10.8620   -2.7155   -2.7155      17       6    0.00000206    0.00000000   -0.00000160
  -10.8620   -2.7155   -2.7155      17       7   -0.00000224    0.00000000    0.00000174
  -10.8620   -2.7155   -2.7155      17       8   -0.00000110    0.00000000    0.00000085
  -10.8620   -2.7155   -2.7155      17       9   -0.00000039    0.00000000    0.00000030
  -10.8620   -2.7155   -2.7155      17      10   -0.00001069    0.00000000    0.00000072
  -10.8620   -2.7155   -2.7155      17      11   -0.00001243    0.00000000    0.00000160
  -10.8620   -2.7155   -2.7155      17      12   -0.00000329    0.00000000    0.00000042
  -10.8620   -2.7155   -2.7155      17      13   -0.00000035    0.00000000    0.00000005
  -10.8620   -2.7155   -2.7155      17      14   -0.00003608    0.00000000    0.00002800
  -10.8620   -2.7155   -2.7155      17      15    0.00002723    0.00000000   -0.00002114
  -10.8620   -2.7155   -2.7155      17      16   -0.00002081    0.00000000    0.00001615
  -10.8620   -2.7155   -2.7155      17      17   -0.00000009    0.00000000    0.00000007
  -10.8620   -2.7155   -2.7155      17      18   -0.00000001    0.00000000    0.00000000
  -10.8620   -2.7155   -2.7155      18       1   -0.00000018    0.00000000    0.00000001
  -10.8620   -2.7155   -2.7155      18       2   -0.00000022    0.00000000    0.00000003
  -10.8620   -2.7155   -2.7155      18       3   -0.00000004    0.00000000    0.00000001
  -10.8620   -2.7155   -2.7155      18       4   -0.00000004    0.00000000    0.00000001
  -10.8620   -2.7155   -2.7155      18       5   -0.00000119    0.00000000    0.00000092
  -10.8620   -2.7155   -2.7155      18       6    0.00000069    0.00000000   -0.00000053
  -10.8620   -2.7155   -2.7155      18       7   -0.00000039    0.00000000    0.00000030
  -10.8620   -2.7155   -2.7155      18       8   -0.00000039    0.00000000    0.00000030
  -10.8620   -2.7155   -2.7155      18       9   -0.00000007    0.00000000    0.00000005
  -10.8620   -2.7155   -2.7155      18      10   -0.00000267    0.00000000    0.00000018
  -10.8620   -2.7155   -2.7155      18      11   -0.00000329    0.00000000    0.00000042
  -10.8620   -2.7155   -2.7155      18      12   -0.00000009    0.00000000    0.00000001
  -10.8620   -2.7155   -2.7155      18      13   -0.00000009    0.00000000    0.00000001
  -10.8620   -2.7155   -2.7155      18      14   -0.00001179    0.00000000    0.00000915
  -10.8620   -2.7155   -2.7155      18      15    0.00000681    0.00000000   -0.00000528
  -10.8620   -2.7155   -2.7155      18      16   -0.00000001    0.00000000    0.00000000
  -10.8620   -2.7155   -2.7155      18      17   -0.00000001    0.00000000    0.00000000
  -10.8620   -2.7155   -2.7155      18      18   -0.00000007    0.00000000    0.00000005
  -10.8620    0.0000    0.0000       1       1   -0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       1       2   -0.00000001    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       1       3    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000       1       4    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000       1       5   -0.00006782    0.00000000    0.00000455
  -10.8620    0.0000    0.0000       1       6    0.00003916    0.00000000   -0.00000263
  -10.8620    0.0000    0.0000       1       7    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000       1       8    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000       1       9    0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       1      10   -0.00000005    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       1      11   -0.00000029    0.00000000    0.00000001
  -10.8620    0.0000    0.0000       1      12    0.00000004    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000       1      13    0.00000004    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000       1      14   -0.00038798    0.00000000    0.00002601
  -10.8620    0.0000    0.0000       1      15    0.00022400    0.00000000   -0.00001502
  -10.8620    0.0000    0.0000       1      16    0.00011316    0.00000000   -0.00000759
  -10.8620    0.0000    0.0000       1      17    0.00011316    0.00000000   -0.00000759
  -10.8620    0.0000    0.0000       1      18   -0.00001616    0.00000000    0.00000108
  -10.8620    0.0000    0.0000       2       1    0.00000001    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000       2       2    0.00000006    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000       2       3    0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       2       4    0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       2       5    0.00007853    0.00000000   -0.00001014
  -10.8620    0.0000    0.0000       2       6   -0.00004534    0.00000000    0.00000585
  -10.8620    0.0000    0.0000       2       7    0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       2       8    0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       2       9    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000       2      10    0.00000029    0.00000000   -0.00000001
  -10.8620    0.0000    0.0000       2      11    0.00000119    0.00000000   -0.00000008
  -10.8620    0.0000    0.0000       2      12   -0.00000018    0.00000000    0.00000001
  -10.8620    0.0000    0.0000       2      13   -0.00000018    0.00000000    0.00000001
  -10.8620    0.0000    0.0000       2      14    0.00042231    0.00000000   -0.00005451
  -10.8620    0.0000    0.0000       2      15   -0.00024382    0.00000000    0.00003147
  -10.8620    0.0000    0.0000       2      16   -0.00013230    0.00000000    0.00001708
  -10.8620    0.0000    0.0000       2      17   -0.00013230    0.00000000    0.00001708
  -10.8620    0.0000    0.0000       2      18    0.00002015    0.00000000   -0.00000260
  -10.8620    0.0000    0.0000       3       1    0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       3       2    0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       3       3   -0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       3       4    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000       3       5    0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       3       6    0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       3       7   -0.00000929    0.00000000    0.00000120
  -10.8620    0.0000    0.0000       3       8    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000       3       9    0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       3      10   -0.00000004    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       3      11   -0.00000018    0.00000000    0.00000001
  -10.8620    0.0000    0.0000       3      12   -0.00000002    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       3      13    0.00000003    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000       3      14   -0.00007786    0.00000000    0.00001005
  -10.8620    0.0000    0.0000       3      15    0.00003483    0.00000000   -0.00000450
  -10.8620    0.0000    0.0000       3      16   -0.00004122    0.00000000    0.00000532
  -10.8620    0.0000    0.0000       3      17    0.00002015    0.00000000   -0.00000260
  -10.8620    0.0000    0.0000       3      18    0.00000589    0.00000000   -0.00000076
  -10.8620    0.0000    0.0000       4       1    0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       4       2    0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       4       3    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000       4       4   -0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       4       5    0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       4       6    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000       4       7    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000       4       8   -0.00000929    0.00000000    0.00000120
  -10.8620    0.0000    0.0000       4       9    0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       4      10   -0.00000004    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       4      11   -0.00000018    0.00000000    0.00000001
  -10.8620    0.0000    0.0000       4      12    0.00000003    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000       4      13   -0.00000002    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       4      14   -0.00006910    0.00000000    0.00000892
  -10.8620    0.0000    0.0000       4      15    0.00005002    0.00000000   -0.00000646
  -10.8620    0.0000    0.0000       4      16    0.00002015    0.00000000   -0.00000260
  -10.8620    0.0000    0.0000       4      17   -0.00004122    0.00000000    0.00000532
  -10.8620    0.0000    0.0000       4      18    0.00000589    0.00000000   -0.00000076
  -10.8620    0.0000    0.0000       5       1   -0.00006782    0.00000000    0.00000455
  -10.8620    0.0000    0.0000       5       2   -0.00007853    0.00000000    0.00001014
  -10.8620    0.0000    0.0000       5       3    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000       5       4    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000       5       5   -0.00020265    0.00000000    0.00015729
  -10.8620    0.0000    0.0000       5       6    0.00011477    0.00000000   -0.00008908
  -10.8620    0.0000    0.0000       5       7    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000       5       8    0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       5       9    0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       5      10   -0.00038798    0.00000000    0.00002601
  -10.8620    0.0000    0.0000       5      11   -0.00042231    0.00000000    0.00005451
  -10.8620    0.0000    0.0000       5      12    0.00007786    0.00000000   -0.00001005
  -10.8620    0.0000    0.0000       5      13    0.00006910    0.00000000   -0.00000892
  -10.8620    0.0000    0.0000       5      14   -0.00070061    0.00000000    0.00054378
  -10.8620    0.0000    0.0000       5      15    0.00039898    0.00000000   -0.00030967
  -10.8620    0.0000    0.0000       5      16    0.00028288    0.00000000   -0.00021956
  -10.8620    0.0000    0.0000       5      17    0.00024222    0.00000000   -0.00018800
  -10.8620    0.0000    0.0000       5      18   -0.00004622    0.00000000    0.00003587
  -10.8620    0.0000    0.0000       6       1    0.00003916    0.00000000   -0.00000263
  -10.8620    0.0000    0.0000       6       2    0.00004534    0.00000000   -0.00000585
  -10.8620    0.0000    0.0000       6       3    0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       6       4    0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       6       5    0.00011477    0.00000000   -0.00008908
  -10.8620    0.0000    0.0000       6       6   -0.00007012    0.00000000    0.00005443
  -10.8620    0.0000    0.0000       6       7    0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       6       8    0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       6       9    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000       6      10    0.00022400    0.00000000   -0.00001502
  -10.8620    0.0000    0.0000       6      11    0.00024382    0.00000000   -0.00003147
  -10.8620    0.0000    0.0000       6      12   -0.00003483    0.00000000    0.00000450
  -10.8620    0.0000    0.0000       6      13   -0.00005002    0.00000000    0.00000646
  -10.8620    0.0000    0.0000       6      14    0.00039898    0.00000000   -0.00030967
  -10.8620    0.0000    0.0000       6      15   -0.00023991    0.00000000    0.00018620
  -10.8620    0.0000    0.0000       6      16   -0.00011636    0.00000000    0.00009032
  -10.8620    0.0000    0.0000       6      17   -0.00018680    0.00000000    0.00014499
  -10.8620    0.0000    0.0000       6      18    0.00002668    0.00000000   -0.00002071
  -10.8620    0.0000    0.0000       7       1    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000       7       2    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000       7       3    0.00000929    0.00000000   -0.00000120
  -10.8620    0.0000    0.0000       7       4    0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       7       5    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000       7       6    0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       7       7    0.00005803    0.00000000   -0.00004504
  -10.8620    0.0000    0.0000       7       8    0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       7       9    0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       7      10    0.00011316    0.00000000   -0.00000759
  -10.8620    0.0000    0.0000       7      11    0.00013230    0.00000000   -0.00001708
  -10.8620    0.0000    0.0000       7      12    0.00004122    0.00000000   -0.00000532
  -10.8620    0.0000    0.0000       7      13   -0.00002015    0.00000000    0.00000260
  -10.8620    0.0000    0.0000       7      14    0.00028288    0.00000000   -0.00021956
  -10.8620    0.0000    0.0000       7      15   -0.00011636    0.00000000    0.00009032
  -10.8620    0.0000    0.0000       7      16    0.00018682    0.00000000   -0.00014500
  -10.8620    0.0000    0.0000       7      17   -0.00007669    0.00000000    0.00005953
  -10.8620    0.0000    0.0000       7      18   -0.00002888    0.00000000    0.00002242
  -10.8620    0.0000    0.0000       8       1    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000       8       2    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000       8       3    0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       8       4    0.00000929    0.00000000   -0.00000120
  -10.8620    0.0000    0.0000       8       5    0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       8       6    0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       8       7    0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       8       8    0.00005803    0.00000000   -0.00004504
  -10.8620    0.0000    0.0000       8       9    0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       8      10    0.00011316    0.00000000   -0.00000759
  -10.8620    0.0000    0.0000       8      11    0.00013230    0.00000000   -0.00001708
  -10.8620    0.0000    0.0000       8      12   -0.00002015    0.00000000    0.00000260
  -10.8620    0.0000    0.0000       8      13    0.00004122    0.00000000   -0.00000532
  -10.8620    0.0000    0.0000       8      14    0.00024222    0.00000000   -0.00018800
  -10.8620    0.0000    0.0000       8      15   -0.00018680    0.00000000    0.00014499
  -10.8620    0.0000    0.0000       8      16   -0.00007669    0.00000000    0.00005953
  -10.8620    0.0000    0.0000       8      17    0.00018682    0.00000000   -0.00014500
  -10.8620    0.0000    0.0000       8      18   -0.00002888    0.00000000    0.00002242
  -10.8620    0.0000    0.0000       9       1    0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       9       2    0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       9       3    0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       9       4    0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       9       5    0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       9       6    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000       9       7    0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       9       8    0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000       9       9   -0.00000386    0.00000000    0.00000300
  -10.8620    0.0000    0.0000       9      10   -0.00001616    0.00000000    0.00000108
  -10.8620    0.0000    0.0000       9      11   -0.00002015    0.00000000    0.00000260
  -10.8620    0.0000    0.0000       9      12   -0.00000589    0.00000000    0.00000076
  -10.8620    0.0000    0.0000       9      13   -0.00000589    0.00000000    0.00000076
  -10.8620    0.0000    0.0000       9      14   -0.00004622    0.00000000    0.00003587
  -10.8620    0.0000    0.0000       9      15    0.00002668    0.00000000   -0.00002071
  -10.8620    0.0000    0.0000       9      16   -0.00002888    0.00000000    0.00002242
  -10.8620    0.0000    0.0000       9      17   -0.00002888    0.00000000    0.00002242
  -10.8620    0.0000    0.0000       9      18   -0.00001124    0.00000000    0.00000872
  -10.8620    0.0000    0.0000      10       1   -0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000      10       2   -0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000      10       3   -0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000      10       4   -0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000      10       5   -0.00000601    0.00000000    0.00000040
  -10.8620    0.0000    0.0000      10       6    0.00000347    0.00000000   -0.00000023
  -10.8620    0.0000    0.0000      10       7   -0.00000135    0.00000000    0.00000009
  -10.8620    0.0000    0.0000      10       8   -0.00000135    0.00000000    0.00000009
  -10.8620    0.0000    0.0000      10       9   -0.00000015    0.00000000    0.00000001
  -10.8620    0.0000    0.0000      10      10   -0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000      10      11   -0.00000001    0.00000000    0.00000000
  -10.8620    0.0000    0.0000      10      12    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000      10      13    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000      10      14   -0.00006782    0.00000000    0.00000455
  -10.8620    0.0000    0.0000      10      15    0.00003916    0.00000000   -0.00000263
  -10.8620    0.0000    0.0000      10      16    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000      10      17    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000      10      18   -0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000      11       1    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000      11       2    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000      11       3    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000      11       4    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000      11       5    0.00000708    0.00000000   -0.00000091
  -10.8620    0.0000    0.0000      11       6   -0.00000409    0.00000000    0.00000053
  -10.8620    0.0000    0.0000      11       7    0.00000168    0.00000000   -0.00000022
  -10.8620    0.0000    0.0000      11       8    0.00000168    0.00000000   -0.00000022
  -10.8620    0.0000    0.0000      11       9    0.00000020    0.00000000   -0.00000003
  -10.8620    0.0000    0.0000      11      10    0.00000001    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000      11      11    0.00000006    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000      11      12   -0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000      11      13   -0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000      11      14    0.00007853    0.00000000   -0.00001014
  -10.8620    0.0000    0.0000      11      15   -0.00004534    0.00000000    0.00000585
  -10.8620    0.0000    0.0000      11      16   -0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000      11      17   -0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000      11      18    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000      12       1    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000      12       2    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000      12       3   -0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000      12       4    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000      12       5    0.00000095    0.00000000   -0.00000012
  -10.8620    0.0000    0.0000      12       6   -0.00000045    0.00000000    0.00000006
  -10.8620    0.0000    0.0000      12       7   -0.00000055    0.00000000    0.00000007
  -10.8620    0.0000    0.0000      12       8    0.00000020    0.00000000   -0.00000003
  -10.8620    0.0000    0.0000      12       9   -0.00000006    0.00000000    0.00000001
  -10.8620    0.0000    0.0000      12      10   -0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000      12      11   -0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000      12      12   -0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000      12      13    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000      12      14   -0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000      12      15    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000      12      16   -0.00000929    0.00000000    0.00000120
  -10.8620    0.0000    0.0000      12      17    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000      12      18    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000      13       1    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000      13       2    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000      13       3    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000      13       4   -0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000      13       5    0.00000087    0.00000000   -0.00000011
  -10.8620    0.0000    0.0000      13       6   -0.00000060    0.00000000    0.00000008
  -10.8620    0.0000    0.0000      13       7    0.00000020    0.00000000   -0.00000003
  -10.8620    0.0000    0.0000      13       8   -0.00000055    0.00000000    0.00000007
  -10.8620    0.0000    0.0000      13       9   -0.00000006    0.00000000    0.00000001
  -10.8620    0.0000    0.0000      13      10   -0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000      13      11   -0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000      13      12    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000      13      13   -0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000      13      14   -0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000      13      15    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000      13      16    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000      13      17   -0.00000929    0.00000000    0.00000120
  -10.8620    0.0000    0.0000      13      18    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000      14       1   -0.00000601    0.00000000    0.00000040
  -10.8620    0.0000    0.0000      14       2   -0.00000708    0.00000000    0.00000091
  -10.8620    0.0000    0.0000      14       3   -0.00000095    0.00000000    0.00000012
  -10.8620    0.0000    0.0000      14       4   -0.00000087    0.00000000    0.00000011
  -10.8620    0.0000    0.0000      14       5   -0.00002729    0.00000000    0.00002118
  -10.8620    0.0000    0.0000      14       6    0.00001563    0.00000000   -0.00001213
  -10.8620    0.0000    0.0000      14       7   -0.00000773    0.00000000    0.00000600
  -10.8620    0.0000    0.0000      14       8   -0.00000691    0.00000000    0.00000536
  -10.8620    0.0000    0.0000      14       9   -0.00000095    0.00000000    0.00000074
  -10.8620    0.0000    0.0000      14      10   -0.00006782    0.00000000    0.00000455
  -10.8620    0.0000    0.0000      14      11   -0.00007853    0.00000000    0.00001014
  -10.8620    0.0000    0.0000      14      12    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000      14      13    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000      14      14   -0.00020265    0.00000000    0.00015729
  -10.8620    0.0000    0.0000      14      15    0.00011477    0.00000000   -0.00008908
  -10.8620    0.0000    0.0000      14      16    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000      14      17    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000      14      18   -0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000      15       1    0.00000347    0.00000000   -0.00000023
  -10.8620    0.0000    0.0000      15       2    0.00000409    0.00000000   -0.00000053
  -10.8620    0.0000    0.0000      15       3    0.00000045    0.00000000   -0.00000006
  -10.8620    0.0000    0.0000      15       4    0.00000060    0.00000000   -0.00000008
  -10.8620    0.0000    0.0000      15       5    0.00001563    0.00000000   -0.00001213
  -10.8620    0.0000    0.0000      15       6   -0.00000924    0.00000000    0.00000718
  -10.8620    0.0000    0.0000      15       7    0.00000352    0.00000000   -0.00000273
  -10.8620    0.0000    0.0000      15       8    0.00000494    0.00000000   -0.00000383
  -10.8620    0.0000    0.0000      15       9    0.00000055    0.00000000   -0.00000043
  -10.8620    0.0000    0.0000      15      10    0.00003916    0.00000000   -0.00000263
  -10.8620    0.0000    0.0000      15      11    0.00004534    0.00000000   -0.00000585
  -10.8620    0.0000    0.0000      15      12   -0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000      15      13   -0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000      15      14    0.00011477    0.00000000   -0.00008908
  -10.8620    0.0000    0.0000      15      15   -0.00007012    0.00000000    0.00005443
  -10.8620    0.0000    0.0000      15      16   -0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000      15      17   -0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000      15      18    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000      16       1   -0.00000135    0.00000000    0.00000009
  -10.8620    0.0000    0.0000      16       2   -0.00000168    0.00000000    0.00000022
  -10.8620    0.0000    0.0000      16       3    0.00000055    0.00000000   -0.00000007
  -10.8620    0.0000    0.0000      16       4   -0.00000020    0.00000000    0.00000003
  -10.8620    0.0000    0.0000      16       5   -0.00000773    0.00000000    0.00000600
  -10.8620    0.0000    0.0000      16       6    0.00000352    0.00000000   -0.00000273
  -10.8620    0.0000    0.0000      16       7    0.00000534    0.00000000   -0.00000415
  -10.8620    0.0000    0.0000      16       8   -0.00000165    0.00000000    0.00000128
  -10.8620    0.0000    0.0000      16       9    0.00000063    0.00000000   -0.00000049
  -10.8620    0.0000    0.0000      16      10    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000      16      11    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000      16      12    0.00000929    0.00000000   -0.00000120
  -10.8620    0.0000    0.0000      16      13   -0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000      16      14    0.00000000    0.00000000   -0.00000000
  -10.8620    0.0000    0.0000      16      15   -0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000      16      16    0.00005803    0.00000000   -0.00004504
  -10.8620    0.0000    0.0000      16      17   -0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000      16      18   -0.00000000    0.00000000    0.00000000
  -10.8620    0.0000    0.0000      17       1   -0.00000135    0.00000000    0.00000009
  -10.8620    0.0000    0.0000      17       2   -0.00000168    0.00000000    0.00000022
  -10.8620    0.0000    0.0000      17       3   -0.00000020    0.00000000    0.00000003
  -10.8620    0.0000    0.0000      17       4    0.00000055    0.00000000   -0.00000007
  -10.8620    0.0000    0.0000      17       5   -0.00000691    0.00000000    0.00000536
  -10.8620    0.0000    0.0000      17       6    0.00000494    0.00000000   -0.00000383
  -10.8620    0.0000    0.0000      17       7   -0.00000165    0.00000000    0.00000128
  -10.8620    0.0000    0.0000      17       8    0.00000534    0.00000000   -0.00000415
